Source_A,Source_B
CDC42EP1,MAPKAP1
ABI2,CCDC53
FASTK,RBPMS
IP6K2,PLSCR1
NAV2,ING5
PLSCR4,PLSCR1
AKTIP,HOOK2
AGGF1,CCDC85B
CEP72,ZBTB16
CEP72,LNX1
C5orf22,WBP11
CEP63,MBIP
CWC25,CCDC85B
RCOR3,NINL
RCOR3,CEP70
ZBTB43,LMO3
ZBTB43,LNX1
DAZAP2,DAZAP2
DAZAP2,PLSCR1
DAZAP2,RBPMS
DAZAP2,DCUN1D1
DAZAP2,FAM46C
DAZAP2,BATF2
DAZAP2,POLI
DAZAP2,GPSM1
ACAP1,IFFO1
ATG12,PLSCR1
MAGOHB,AMOTL2
FAM124B,CCDC85B
PLSCR1,OGDH
PLSCR1,RASD1
PLSCR1,CRY1
PLSCR1,DHRS1
PLSCR1,NTN4
PLSCR1,GLRX3
PLSCR1,ZNF638
PLSCR1,ZBTB16
PLSCR1,NPDC1
PLSCR1,C10orf10
PLSCR1,GPRIN2
PLSCR1,KIAA1683
PLSCR1,C10orf54
PLSCR1,ADAMTSL4
LYN,MME
UGP2,ARIH2
NFIC,LLPH
PIK3R1,MME
NFIC,ZCCHC14
RALBP1,HOOK2
EYA2,RBPMS
SHC1,MME
UBE2I,TRIM29
UBE2I,ZNF451
UBE2I,PDLIM7
UBE2I,MAPK1IP1L
UBE2I,C18orf25
UBE2I,PHC1
UBE2I,CHMP4B
PDE9A,PDE9A
USO1,GABPB1
MME,EDN1
HOMER1,C1orf116
FEZ1,TXNDC9
STX11,STX11
KLHL2,KLHL12
UBR1,BTBD2
UBR1,DLEU1
GGA2,SPG21
MTMR9,MTMR9
MTMR9,SPG21
SS18L1,SF3B4
SDPR,PLEKHF2
MORF4L1,MRFAP1L1
LEPROTL1,KLRG1
DCTD,CEP76
DCTD,LNX1
CTH,CTH
HOOK2,FAM107A
HOOK2,RIBC2
HOOK2,ZNF638
CDK5RAP2,LUC7L2
FAM107A,NINL
FAM107A,CCDC85B
ATXN7,TP53BP2
BCL2L13,GABARAPL2
TIFA,LNX1
VTA1,ZBTB16
VTA1,KCTD13
VTA1,KLHL12
C1QB,C1QA
VTA1,MBIP
EFS,SORBS3
C1QC,C1QA
CD93,C1QA
IFFO1,XRCC4
KHDRBS3,RBM7
KHDRBS3,LNX1
C1S,C1QA
LYAR,ZHX1
LYAR,ZBTB16
RILPL2,RILPL2
CR1,C1QA
LRRC41,RBPMS
NTN4,ADAMTSL4
GLRX3,NADK
GLRX3,ADAMTSL4
DCN,C1QA
STRBP,RBPMS
STRBP,THAP1
TBC1D5,GABARAPL2
FN1,C1QA
TRIM29,JAKMIP2
TRIM29,CEP70
ZNF451,RAP1GDS1
C1R,C1QA
CHIC2,PLEKHF2
CSPG4,C1QA
ZHX1,BHLHE40
ZHX1,UTP3
PLK4,PLK4
PLK4,FAM46C
PTX3,C1QA
C1QC,C1QB
HNRNPUL1,PRPF40A
PDLIM7,GEM
S100A14,S100A16
SPG21,AKIRIN2
ACCS,ACCS
DDX17,SORBS3
DDX17,LNX1
DDX17,WBP11
ULK2,LUC7L2
TUBGCP4,SDSL
TUBGCP4,OBFC1
TUBGCP4,CCDC85B
NBPF3,TSEN15
C1R,C1QB
C21orf91,CCDC85B
PTX3,C1QB
PTX3,C1QC
NINL,RIBC2
NINL,MBIP
NINL,DCTN5
NINL,ZNF426
NINL,SYT17
NINL,TSPYL4
KIAA1217,SORBS3
SFTPA2,CD93
F12,CD93
PHF10,L3MBTL2
COL4A5,CD93
PPFIA1,MBIP
RBM7,CCDC85B
RIBC2,CCDC85B
SORBS3,ADAMTSL4
SDSL,SDSL
TESC,CCDC91
ZNF638,CCDC85B
ZBTB16,TRIM27
ZBTB16,SPOP
ZBTB16,CCDC85B
C1S,SERPING1
ZBTB16,CEP70
RAP1GDS1,MBIP
LMO3,MBIP
LMO3,GABPB1
LMO3,CCDC85B
RBPMS,RBPMS
RBPMS,HEYL
CAPZB,BCCIP
C3,CR1
GMDS,GMDS
GNG11,AMOTL2
BTBD2,BRD7
FNBP1L,SGSM2
CD55,CR1
KCTD13,LNX1
BRD7,BHLHE40
C10orf10,CCDC85B
MAPK1IP1L,MAPK1IP1L
AKIRIN2,CCDC85B
AKIRIN2,LNX1
PRUNE2,RCN3
CCDC53,LUC7L2
CCDC53,PBXIP1
C3,C3
SETD5,CCDC85B
MEAF6,L3MBTL2
MEAF6,CCDC85B
ZC3H14,EXOC7
GBP5,GBP5
C5,C3
KBTBD7,MAP1LC3B
KLHL12,KLHL12
KLHL12,MED28
CD46,C3
KLHL12,SNX20
KLHL12,LNX1
ITGAM,C3
CFH,C3
PNO1,SGSM2
CFB,C3
MBIP,PLEKHF2
MBIP,CCDC85B
APIP,APIP
ITGAX,C3
APIP,LNX1
PLEKHF2,CCDC85B
PAPPA,C3
ABL1,C3
THAP1,THAP1
THAP1,ZCCHC10
TTC14,CCDC85B
UBA5,GABARAPL2
ZNF426,CCDC85B
ZNF426,CEP70
MASP1,C3
CCDC85B,EXOC7
CCDC85B,DOK5
CCDC85B,CEP70
CCDC85B,FAM13C
CCDC85B,LNX1
C3AR1,C3
CCDC85B,SYT17
CCDC85B,PBXIP1
CCDC85B,PRC1
CCDC85B,TSPYL4
MED4,TNFAIP8
MAPRE2,MAPRE2
AGTRAP,AGTRAP
AMOTL2,AMOTL2
HSD17B14,HSD17B14
NADK,LNX1
DPY30,DPY30
MINA,MINA
FLAD1,FLAD1
FLAD1,PRTFDC1
C2,C3
CCL21,UBQLN4
FLT1,PTPN11
AKAP9,CALM3
ADAM17,TGFA
PRKAB1,PRKAA1
RXRA,NR1H3
SFPQ,PSPC1
NEDD9,SH2D3C
YWHAE,YWHAH
ATPIF1,ATPIF1
CDK4,SMAD2
SMARCA4,TMF1
SUMO1,HIPK3
NCOR1,PPARG
TRIM29,HINT1
SOX6,SOX6
RPS6KA5,ATF2
ITGB1,HSPG2
HSPA5,IGHM
CD4,TNFRSF10A
STAT5B,STAT5B
PIP4K2A,RAC1
EPHA2,EPHA2
SYNJ1,EPHB2
CDK2,CCNH
SH2D3C,EPHB2
STAT1,MAPK14
STAT1,DUSP3
TGFA,ADAM10
FLT4,FLT4
MAPK1,PRKCD
MAPK8,MAPK14
PROS1,C4BPA
MAPK8,MAPK1
IL7R,JAK3
STAT2,JAK2
AGT,ENPEP
AGTR1,GRK5
RCAN1,MAP3K3
CXCR2,PPP2CA
BMPR2,C4BPA
PAK1,PRKCD
MAPK1,PRKCZ
TGFA,MAGI3
TGFA,MAGI2
EPHB2,SDC2
CSF2RB,STAT1
C5,C5
CSF2RB,STAT3
EFNA1,EPHA3
RPS6KB1,MAPK1
CSF2RB,KIT
LYN,CSF2RA
C8B,C5
RAC2,RTKN
EPHB2,KALRN
EPHB2,ARHGEF6
EPHA4,FGFR1
EPHA4,FGFR2
EPHA4,FGFR3
C6,C5
EPHA2,CBL
EPHA2,PIK3R2
NCAM1,GFRA1
RASA1,EPHA2
CSF2RB,SYK
JAK2,IFNGR1
C7,C5
MCM3,STAT1
CAMK2D,STAT1
STAT1,EP300
SOCS1,IFNGR1
RAC1,STAT1
IFNGR1,RAC1
C2,C5
JAK1,PLCG2
TGFA,NKD2
JAK2,PLCG2
YBX1,SMAD3
FOS,STAT1
EP300,STAT5B
PTPN11,IFNGR1
HCK,VAV1
RAF1,KRAS
STAT1,IFNGR1
EPHB2,PTK2
ADAM10,EFNA1
EFNB2,PDZRN3
ITGB1,CD46
EFNB2,RGS3
IL7R,PIK3R1
EFNB2,HOMER1
PTPN13,EFNB2
FLT1,NCK1
EFNB2,PECAM1
YES1,CD46
TEK,SHC1
CXCR4,SDC4
STAT5B,TEK
CXCR4,PTPN11
PTPN11,CBL
CBLB,NCK1
CBLB,FYB
CBL,FYB
FYN,CBLB
STAT1,CXCR4
STAT2,CXCR4
STAT3,CXCR4
STAT5B,CXCR4
JAK1,CXCR4
SOCS1,CXCR4
CXCR4,PTPRC
ANGPT1,ANGPT1
ANGPT2,ANGPT2
DPP4,CXCR4
CXCR4,VAV1
ARRB2,CXCR4
KDR,HSP90AA1
KDR,RASA1
KDR,PTPN11
KDR,NCK1
TGFA,ERBB2
KDR,GNA11
TSPAN4,CD46
SH2D2A,KDR
ANGPTL1,ANGPTL1
NRP1,KDR
STAT1,KDR
KDR,GNAQ
FLT1,NRP2
FLT1,NRP1
CBL,KDR
FLT4,PTPN11
CAV1,KDR
VAV1,RAC1
VAV1,RHOA
TEK,DOK4
KDR,IQGAP1
FLT1,CTNNB1
KDR,BMX
FLT1,FYN
FLT1,YES1
STAT1,FLT1
STAT3,FLT1
CXCR4,GNA13
DNM2,KDR
FRS2,KDR
KDR,CSF2RB
CCR1,JAK1
CCR1,STAT1
CCR1,STAT3
PTK2,FLT1
EGFR,MET
CEBPB,RPS6KA5
CCR5,GNAI1
CCR5,GNAO1
CCR5,GNAI2
CCR5,GNAI3
CCR5,JAK1
CCR5,STAT1
CCR5,STAT3
CCR5,GNAQ
FLT4,PTK2
KDR,FYN
KDR,YES1
IL7R,STAT5B
IL7R,STAT3
KDR,TIMP3
KDR,CTNNB1
CFH,ITGAM
IL7R,JAK1
IL2RG,JAK1
JAK3,PIK3R1
STAT3,STAT5B
CSF1R,SHC1
CSF1R,SOS1
SHC1,SOS1
CCR5,PSMA5
FGG,ITGAM
CXCR1,CXCR1
ARRB1,HCK
CXCR2,MYO5B
CXCR1,GNA14
AGT,AGTR1
CXCR2,ST13
RAF1,ARRB2
HP,ITGAM
MAPK1,ARRB2
GNAI2,AGTR2
GNAI3,AGTR2
GNAI2,CXCR2
AGTR1,RAF1
ABL1,CAV1
PRKCE,ITGB1
RAC1,CAV1
CAV1,SOS1
ICAM2,ITGAM
NCF1,CTTN
CXCR2,GNA14
CXCR2,GNAI3
SOCS3,IRS2
ICAM1,ITGAM
JAK2,STAT5B
TGFA,TGFA
SPINT1,UBQLN4
JAK1,SOCS3
JAK2,IRS1
JAK2,IRS2
FYN,STAT1
PLAUR,ITGAM
RAP1GAP,RALGDS
AGTR1,ARRB1
STAT3,GATA2
STAT3,HES1
STAT3,IGF1R
STAT3,PDGFRB
STAT3,PDGFRA
STAT3,IRAK1
STAT3,IFNAR2
ADD1,ID3
PSEN1,NOTCH4
PSEN1,NOTCH2
IRAK1,ITGAM
PSEN1,NOTCH3
APP,NUMBL
CD19,SOS1
CD19,PLCG2
ITGB2,ITGAM
IFNAR1,PTPRC
IFNAR1,LCK
IFNAR1,ZAP70
IFNAR1,IFNAR2
IFNAR1,FBXW11
TFAP2A,CTNNB1
TFAP2A,APC
LRP1,CAV1
ARRB2,FZD4
JAM3,ITGAM
ATP2A2,IRS1
ATP2A2,IRS2
AXL,CBL
AXL,PTPN11
AXL,IL2RG
AXL,IL15RA
AXL,ADAM10
NOV,CTGF
AXL,SHC3
CD40,IL4R
CD40,CBL
CD40,PIK3R1
CD40,BIRC3
CD40,HSPA4
BCL6,MAPK1
TGFB1,CTGF
CEACAM1,EGFR
CEACAM1,INSR
CD79A,CD5
CD79A,LCK
BDNF,BDNF
BDNF,CADPS2
YWHAH,MST1R
YWHAH,MAP3K3
TGFB2,CTGF
COL17A1,DSP
CAPN1,CBL
CTNNB1,MET
TGFB3,CTGF
CTNNB1,TGFBR2
CTNNB1,EP300
CTSG,CXCR4
CTSG,VCAM1
CDK1,TGFBR2
CDK1,AR
CDK1,PTCH1
VEGFA,CTGF
HSPD1,TLR1
ATF2,AR
ARNT,ESR1
FGF1,NRP1
EGFR,FAS
EGFR,MAP2K1
EGFR,EPHA2
EGFR,MAPK1
EGFR,AR
SPP1,UBQLN4
EGFR,ELF3
EGFR,PLD1
EGFR,PRKD1
GJB1,GJB2
ESR1,GNAI1
ESR1,IGF1R
ESR1,RELA
ESR1,ERBB2
ESR1,JUND
ESR1,RXRA
ESR1,SOS1
CAV1,GJB2
ESR1,SREBF1
ESR1,CITED1
ESR1,SMAD4
ESR1,FOXO3
ESR1,SMAD3
ESR1,PIK3R3
HSPA13,UBQLN4
ESR1,SLC30A9
ESR1,THRB
ESR1,GTF2B
ESR1,UBE2I
ESR1,CCNH
FAS,MET
FAS,PRKCA
FAS,RAP1A
FAS,APAF1
FGF2,FGF2
FGF2,FGFR3
FGF2,RPS6KA3
FGFR3,FGF4
FGFR3,FGF18
FGFR4,FGF4
FGFR4,FGF9
FGFR4,FGF18
FN1,HGF
ITGB1,IGF1R
MAPK1,GJA1
FGFR1,CRK
FGFR1,FGF4
FGFR1,PIK3R1
FGFR1,FGF9
FGFR1,SLA
FGFR1,NRP1
PRKCA,GJA1
FGFR1,PIK3R2
FGFR1,FGF18
FLT4,SHC3
FYN,CSF2RB
FYN,IL2RB
PRKCB,GJA1
FYN,IRS1
FYN,ITGB4
FYN,CRK
FYN,KIT
FYN,CAV1
FYN,LCP2
FYN,CASP8
GATA2,MAPK1
PRKCE,GJA1
CSF3R,LCK
CSF3R,PLA2G1B
CSF3R,CISH
CSF3R,INPP5D
CSF2RB,HCK
CSF2RB,LCK
CSF2RB,PRKCB
CSF2RB,CISH
RASA1,KIT
RASA1,LYN
RASA1,SYK
RASA1,SHC1
RASA1,CAV2
RASA1,SPSB1
GAS1,SHH
HES1,JAK2
HES1,ID3
HES1,ID2
HES1,ID1
HES1,ID4
HSP90AA1,NR2C2
HSP90AA1,MAP3K3
HSP90AA1,MAP3K14
HSP90AA1,TBK1
HCK,KIT
HGF,HPN
HGF,PLAU
HGF,LCN2
SDC2,TGFB1
SDC2,TGFBR3
IL2RB,RAF1
TJP1,GJA1
IL2RB,LYN
IL2RB,SYK
IL2RB,SOCS3
IGFBP3,CAV1
IGHM,PTK2
CAV1,GJA1
CD79B,CD5
CD79B,ZAP70
CD79B,SYK
CD79B,PTK2
ITPR1,LYN
IGF1R,INSR
IGF1R,JAK2
IGF1R,MDM2
IGF1R,MAP3K5
IGF1R,DOK4
IRS1,BCR
IRS1,CRK
IRS1,FER
IRS1,RAD51
IRS1,GHR
IRS1,CAV1
IRS1,ROCK1
IRS1,ATP2A3
ITGB4,MET
ITGB4,YES1
ITGB4,PRKCA
ITGB4,VIM
ITGB4,PTK2
ITGB4,YWHAB
GJA5,GJA1
IRF2,STAT1
IFI16,ID3
IFI16,ID2
IFI16,ID1
INSR,JAK1
INSR,JAK2
INSR,KHDRBS1
INSR,STAT5B
INSR,SOCS2
INSR,ARHGAP26
INSR,DOK4
IL4R,JAK2
IL4R,PRKCZ
IL4R,STAT6
IL4R,DOK2
IL4R,SOCS5
JAK1,PDGFRB
JAK1,PDGFRA
JAK1,PRKCZ
JAK1,STAT6
JAK1,PLA2G4A
JAK1,INPP5D
JAK1,SH2B2
JAK2,NFKBIA
JAK2,PDGFRB
JAK2,MST1R
JAK2,PPP2CA
IL1R1,TOLLIP
KRT18,CASP8
LCK,MUC1
LCK,CD247
LCK,PTK2
LCK,LAT
LCK,GAB2
LCK,LIME1
LCK,LAX1
MITF,MAPK1
MITF,MAPK14
MITF,EP300
MAP1B,GSK3B
CD14,TLR3
MCM7,NFKBIA
MBP,MAPK14
MBP,PAK1
CXCR4,PTK2
HMGB1,TLR4
NFKBIA,NFKB2
CBFB,CBFB
NFKBIA,REL
NFKBIA,PRKCI
NFKBIA,SKP1
NFKBIA,MAP3K3
NFKBIA,MCM5
NFKBIA,UBE2D2
NFKBIA,UBE2D3
NFKBIA,HSPB1
NFKBIA,MAP3K2
RUNX3,CBFB
NFKB2,REL
RUNX2,CBFB
NFKB2,MAP3K8
NFKB2,DDX3X
NFKB2,GLG1
NFKB2,GTF2I
NFKB2,IKBKB
NFKB2,USP2
CBFA2T2,CBFB
RELA,REL
RELA,MAP3K8
RELA,BTK
RELA,STAT1
RELA,MAP2K6
RELA,STAT6
RELA,MAP3K7
RELA,NFKBIE
RELA,TBK1
RELA,ACTL6A
RELA,RELB
RELA,PPP2CA
ETS1,STAT6
ETS1,SMAD3
BRAF,BRAF
BRAF,MAPK1
BRAF,RAP1A
RAF1,PRKCD
RAF1,MAP2K2
RAF1,SPRY2
CRK,FLT1
CRK,PIK3R1
CRK,KDR
CRK,NCK1
CRK,SHC1
CRK,IRS2
CRK,STAT5B
CRK,FRS2
FOSB,JUND
FOS,SMAD3
MET,MET
MET,PIK3R1
MET,SPSB1
VAV1,TUBA4A
VAV1,TUBB
VAV1,DNM2
VAV1,XRCC5
YES1,KIT
YES1,PDGFRB
REL,MAP3K8
KIT,CBL
KIT,PRKCB
KIT,ABL1
KIT,BTK
KIT,PIK3CG
KIT,CISH
KIT,STAT5B
KIT,CBLB
KIT,SOCS6
KIT,SOCS5
KIT,PLCE1
KIT,INPP5D
NOTCH4,MAML2
NOTCH4,MAML3
FGF4,FGFR2
LYN,LIME1
JUN,ELF3
JUN,NCOA2
JUND,MAPK1
JUND,SMAD3
SPI1,NFATC1
SPI1,PIP
CBL,TNFRSF11A
CBL,STAT5B
CBL,LAT2
CBL,SH2B2
RHOA,PRKCZ
PAX5,ID2
ALPL,TRAF3
ALPL,MAP3K14
PIK3R1,PDGFRA
PIK3R1,TGFBR2
PIK3R1,DNM1
PIK3R1,TLR2
PIK3R1,SOCS6
PIK3R1,SOCS7
PIK3CA,IRS2
PDGFRB,PRDX2
PDGFRB,STAT1
PDGFRB,GRB7
PDGFRB,STAT5B
PDGFRB,GAB1
PDGFRA,STAT1
PDGFRA,STAT5B
APC,GSK3B
APC,PPP2CA
EIF2AK2,MAP3K7
MAP2K1,PRKCZ
MAP2K1,PRKCI
MAP2K1,ELK1
MAP2K1,MAPK14
PTPN11,SOS1
PTPN11,NTRK2
PTPN11,PIK3CG
PRKAR2A,SMAD4
PRKAR2A,SMAD3
FGFR2,FGF18
EPHA2,CDH5
EPHA2,CLDN4
ZAP70,TUBB
ZAP70,WIPF1
ZAP70,LAX1
ZAP70,DEF6
MAPK1,AR
MAPK1,CAV1
MAPK1,TGIF1
MAPK1,SH2D3C
MAPK1,PAK2
MAPK1,PLCB1
MAPK1,FRS2
MAPK1,FCGR2B
MAPK1,PPP2CA
MAPK1,CMTM3
PRKCB,RB1
PRKCB,IFNAR2
PRKCB,IKBKB
PRKCZ,STAT6
PRKCZ,GSK3B
RAB5A,APPL1
RAB5A,APPL2
RAP1A,BMX
RAP1A,TCEB3
RAP1A,HDAC1
RAP1A,SMARCA4
RAP1A,TNFRSF10C
RAP1A,RASGRP2
RAP1B,RAPGEF1
RB1,ID2
RB1,CDK6
RBL2,ID2
RPS11,MAP3K14
DDX5,NCOA3
DDX5,NCOA1
DDX5,NCOA2
SOS1,EPS8
SOS1,PIK3R2
SOS1,RANBP9
SOS1,LAT2
CD247,PTPN3
ITK,PLCG2
CEBPB,HOMER3
MYC,ELF3
TGFBR1,SMAD6
TGFBR1,TRAP1
TGFBR2,AP2B1
TGFBR2,PIK3R2
TGFBR2,TRAP1
NOTCH1,MEF2C
NOTCH1,EP300
NOTCH1,NUMBL
TP53,SMAD2
TP53,SMAD3
HSP90B1,TLR1
TNFRSF1B,FANCD2
NCF1,PAK1
TFCP2,COIL
NCF1,WASF1
PRKCI,IRAK1
PPP6C,NFKBIE
FHL1,HIVEP3
IRAK1,BTK
IRAK1,TRAF4
IRAK1,MAP3K7
IRAK1,TLR4
IRAK1,RIPK2
IRAK1,IRF7
BTK,TLR8
BTK,PIP5K1B
BTK,TLR4
BTK,PIP5K1A
BTK,TNFRSF10A
BTK,PIK3AP1
BTK,PIP4K2A
BTK,PIP4K2C
BTK,CMTM3
WAS,DLG1
WAS,HCLS1
ELK1,ID3
ELK1,ID2
ELK1,MAPK8
ELK1,ID1
AR,RUNX2
AR,IL6ST
AR,UBE3A
AR,PTEN
AR,NRIP1
AR,PXN
AR,TGIF1
AR,CCNH
AR,PIAS3
AR,CDK7
TNS1,PTK2
SYK,PLCG2
SYK,TLR4
SYK,CBLB
SYK,PRKD1
SYK,PIK3AP1
SYK,LAX1
ITPR2,BANK1
MST1R,YWHAZ
MST1R,YWHAB
MST1R,SFN
MST1R,GAB1
MST1R,YWHAE
JAK3,SOCS3
JAK3,INPP5D
PLCG2,DAPP1
PLCG2,LIME1
ELK4,ID3
ELK4,ID2
ELK4,ID1
ELK3,ID2
NOTCH2,MAML2
NOTCH2,MAML3
NOTCH3,MAML2
NOTCH3,MAML3
MAPK14,NFATC1
MAPK14,MAP3K7
PSMA3,CRYAB
RAPGEF1,RHOQ
RAPGEF1,NEDD9
NTRK2,SHC1
TTN,CRYAB
NTRK2,SH2B2
NFATC1,PPP3R1
NFATC2,PPP3R1
NCK1,MAP4K1
NCK1,FRS2
NCK1,CD3E
MARK2,DVL3
MARK2,MAP3K3
VANGL2,MAGI3
STAT1,STAT5B
STAT2,HDAC1
STAT2,STAT6
SHC1,SOS2
SHC1,GRB7
BMPR2,CRYAB
SHC1,STAT5B
SHC1,SH2B2
HSPB1,CRYAB
KPNA2,RELB
MMP14,CAV1
PTK2,ROCK1
IRS2,PIK3CD
IRS2,PIK3R2
IRS2,SOCS1
IRS2,PIK3R3
IRS2,SOCS7
CSNK1E,DVL3
CSNK1E,AXIN2
CSNK1E,SOCS3
GHR,CISH
E2F5,SMAD3
SMAD4,EP300
SMAD4,TRAP1
SMAD4,PARD3
SMAD4,PIAS2
DLG1,FZD7
TFF1,UBQLN4
DLG1,FZD4
CAV1,GRB7
CAV1,DNM1
CAV1,PLD1
MAPK8,SMAD2
TLR1,TRAP1
TLR1,DHX36
HDAC1,TGIF1
MAP2K2,MAP2K2
YWHAZ,MAP3K3
YWHAB,MAP3K3
YWHAB,BCL2L11
MAP2K4,MAP3K14
TGFB1I1,UBQLN4
SMAD2,MAPK9
SMAD2,KAT2B
SMAD2,STAMBPL1
DVL3,NKD1
DVL3,PPP2CA
NR2C2,FKBP5
NR2C2,IKBKB
NR2C2,CDC37
NR2C2,HSP90AB1
SKP1,NFKBIE
GRB7,MAP3K14
GRB10,MAP3K14
CASP6,SRP72
ATF1,ATF1
CASP6,CFLAR
SMAD1,KAT2B
LCP2,VAV3
SMARCB1,RELB
CREB1,ATF1
JUN,ATF1
FZD5,LRP6
SMARCC1,RELB
SMARCC2,RELB
SPI1,ATF1
CASP8,RALBP1
CASP8,STK24
VDR,SMAD3
TRAF3,TRAF5
NCOA3,DDX17
MAP4K1,MAP4K1
MAP4K1,LAT
MAP4K1,DAPP1
BID,MCL1
RAC1,TLR2
RAC1,ARHGEF7
ADAM10,DLL1
KAT2A,TRRAP
RPS6KA5,ATF1
HNF1B,ATF1
PLD1,STXBP1
SIRPA,IL1RAP
TUBA1A,SOCS6
TUBA1A,SOCS7
MAP3K3,MAP3K3
MAP3K3,IKBKB
GABPA,ATF1
MAP3K3,CDC37
MAP3K3,WNK1
MAP3K3,HSP90AB1
MFNG,DLL1
PAK1,FRS2
GABPB1,ATF1
MAP3K7,MAVS
TGIF1,SIN3A
FHL2,TNFRSF11A
NCOA1,PRMT2
EP300,NCOA2
FYB,EVL
PIK3CD,PIK3CD
MAPK9,SMAD3
TRIP6,TLR2
HEY1,FBXW7
TLR2,RIPK2
TLR2,MAPK8IP3
TLR4,TLR5
TLR4,IRAK2
TLR4,RIPK2
TP53,SCAMP1
TLR4,NOX4
TLR4,MAPK8IP3
SMAD3,NUP153
SMAD3,AXIN2
SMAD3,PARD3
CREM,CREB1
SMAD3,KAT2B
SMARCE1,RELB
PIK3R2,SOCS7
SMARCA4,RELB
IKBKB,TBK1
NR3C1,CREB1
IKBKB,HSP90AB1
IKBKB,STAP2
SH3GL3,WASL
FZD7,MAGI3
TNFRSF11A,CBLB
TNFRSF11A,GAB2
LRP6,LRP6
TNFRSF10A,TNFRSF10A
TNFRSF10A,TNFRSF10B
TNFRSF10A,TNFRSF10D
CEBPB,CREB1
TNFRSF10B,TNFRSF10D
TNFRSF10D,TNFRSF10D
SOCS3,SOCS2
CD2AP,PSTPIP1
STAT5B,PPP2CA
GAB1,FRS2
GAB1,INPP5D
GAB1,LAT2
VDAC1,MCL1
BLNK,CMTM3
FZD4,MAGI3
MAP3K14,CDC37
MAP3K14,HSP90AB1
RPS6KA3,CREB1
TBK1,TBK1
TBK1,CDC37
TBK1,HSP90AB1
TBK1,AZI2
TBK1,MAVS
IRF7,MAVS
WNK1,MAP3K2
SORBS1,SH2B2
MAPK14,CREB1
GAB2,INPP5D
TOLLIP,TOLLIP
FRS2,RND1
SLC30A9,NCOA2
RELB,KPNA6
CD3G,CD3E
NCOA2,DDX17
RPS6KB1,POLDIP3
YWHAB,C1QBP
YWHAB,CSNK2A1
YWHAB,HSPA1B
YWHAB,HSPA5
YWHAB,HSP90AB1
YWHAB,KIF5B
YWHAB,KLC1
YWHAB,SON
RPS6KA2,CREB1
YWHAB,IRS2
YWHAB,TJP2
YWHAB,SLC4A7
YWHAB,PIK3R2
YWHAB,STK38
YWHAB,STK38L
YWHAB,FRYL
YWHAB,MPRIP
YWHAB,LARP1
YWHAB,SRRM2
YWHAB,OSBPL3
YWHAB,RAI14
YWHAB,GAPVD1
YWHAB,RABGEF1
YWHAB,RACGAP1
YWHAB,PIK3R4
YWHAB,RALGPS2
YWHAB,RIOK1
YWHAB,MICALL1
YWHAB,FRMD6
GSK3B,CREB1
YWHAB,TUBB
FHL5,CREB1
RPS6KA5,CREB1
YWHAZ,DFFA
YWHAZ,ENO1
YWHAZ,HSPA1B
YWHAZ,KIF5B
YWHAZ,TRA2B
YWHAZ,TJP2
YWHAZ,STK38
YWHAZ,EPB41L3
YWHAZ,LARP1
YWHAZ,RALGPS2
YWHAZ,TUBB
PRKG1,CREB1
PIK3R2,SOCS1
BARD1,BARD1
CASP4,PSEN1
ACVR2A,ACVRL1
ACVRL1,TGFB3
CSNK2A1,XRCC4
STAT1,SYK
ABCB1,CAV1
MYO5B,SMAD3
LMNA,SMAD3
SMAD3,VIM
SMAD3,ZDHHC4
MAPKAPK2,CREB1
SF3A1,SMAD3
SMAD3,TPM3
PIK3R2,SYK
PIK3R1,SYK
FYN,MAP2
GNAI1,GPSM2
GNAI1,NUMA1
H3F3A,SUPT16H
H3F3A,SMARCA4
H3F3A,SMARCA5
H3F3A,KAT2B
ATF2,ATF2
FOS,ATF2
JUN,ATF2
DSP,KRT5
HSP90AB1,HSP90AB1
SPI1,SSRP1
CEBPD,SPI1
CSNK2A1,NOLC1
RB1,ATF2
FOXO3,IKBKB
EIF4E2,EIF4EBP1
LCK,SH2D1A
CEBPB,ATF2
RAC1,RASGRF1
BCL2L1,MAPK8
CASP6,RB1
CASP8,RB1
MAPK14,ATF2
CDK1,MDM4
ARL6IP5,PRAF2
ARL6IP5,CCR5
CCR5,PRAF2
PRAF2,PRAF2
CD4,HLA-DQB1
HMGA1,ATF2
BCL2,MAPK14
HSPA1B,AIFM1
SMAD4,ATF2
COASY,RPS6KB1
ANXA1,EGFR
MAPK8,ATF2
DAPK1,MAPK1
AP3B1,BUB1B
ADAM17,PTPN3
ATF2,HIST2H2BE
PCNA,POLD1
MDC1,NBN
HSP90AB1,STAT3
RBM8A,UPF3B
MDM2,UBE2A
MAPK9,ATF2
NQO1,TP53
CDKN2A,UBE2A
COPS2,COPS2
COPS8,COPS8
MTSS1,PTPRD
ARHGEF7,CBLB
AKAP9,TRIP10
SMAD3,ATF2
UBE2I,ATF2
PSMA5,PSMA7
MAPK13,ATF2
SLC6A3,SLC6A3
PSMA3,PSMA7
PSMA7,PSMA7
SLC6A3,STX1A
CREB5,ATF2
JDP2,ATF2
CREM,CREM
HSPE1,ALDH2
SPI1,CREM
PRKCA,CREM
CSNK1A1,CREM
PLEKHO1,SMURF1
SASH3,SMAD7
RPAP3,TGFBR1
ARHGEF6,TGFBR2
OSR1,TGFBR1
ARHGEF7,TGFBR2
OSR1,TGFBR2
TTPAL,TGFBR1
BMPR1B,SASH3
GSK3B,CREM
